name,mass,year,reclat,reclong,GeoLocation
Sierra Colorada,71300,1995,-40.8,-67.48333,"(-40.800000, -67.483330)"
Tlacotepec,71000,1903,18.65,-97.55,"(18.650000, -97.550000)"
Wooramel,71000,1969,-25.65,114.21667,"(-25.650000, 114.216670)"
Mahadevpur,70500,2007,27.66667,95.78333,"(27.666670, 95.783330)"
Smithville,70500,1840,35.98333,-85.85,"(35.983330, -85.850000)"
Peña Blanca Spring,70000,1946,30.125,-103.11667,"(30.125000, -103.116670)"
Lahmada 009,70000,1999,27.16667,-9.5,"(27.166670, -9.500000)"
Smithonia,69900,1940,34,-83.16667,"(34.000000, -83.166670)"
Landes,69800,1930,38.9,-79.18333,"(38.900000, -79.183330)"
Xinyi,69000,1975,34.36667,118.33333,"(34.366670, 118.333330)"
Wu-chu-mu-ch'in,68860,1920,45.5,118,"(45.500000, 118.000000)"
Burlington,68000,1819,42.75,-75.18333,"(42.750000, -75.183330)"
Hamilton (Queensland),68000,1966,-28.48333,148.25,"(-28.483330, 148.250000)"
Marlow,68000,1936,34.6,-97.91667,"(34.600000, -97.916670)"
Soledade,68000,1986,-29.05,-51.43333,"(-29.050000, -51.433330)"
Springwater,67600,1931,52,-108.3,"(52.000000, -108.300000)"
Rahimyar Khan,67225,1983,28.225,70.2,"(28.225000, 70.200000)"
Pervomaisky,66000,1933,56.63333,39.43333,"(56.633330, 39.433330)"
Timochin,65500,1807,54.5,35.2,"(54.500000, 35.200000)"
Sychevka,65000,1988,51.125,127.495,"(51.125000, 127.495000)"
Bocaiuva,64000,1965,-17.16667,-43.83333,"(-17.166670, -43.833330)"
Signal Mountain,63500,1919,32.5,-115.5,"(32.500000, -115.500000)"
Treysa,63000,1916,50.91667,9.18333,"(50.916670, 9.183330)"
Derrick Peak 88017,63000,1988,-80.06667,156.38333,"(-80.066670, 156.383330)"
Santa Clara,63000,1976,24.46667,-103.35,"(24.466670, -103.350000)"
Tanezrouft 072,62285,2002,24.43817,0.103,"(24.438170, 0.103000)"
Thunda,62100,1881,-25.7,143.05,"(-25.700000, 143.050000)"
Covert,61000,1896,39.2,-98.78333,"(39.200000, -98.783330)"
Gold Basin,61000,1995,35.875,-114.23333,"(35.875000, -114.233330)"
Hex River Mountains,60000,1882,-33.31667,19.61667,"(-33.316670, 19.616670)"
Nicolás Levalle,60000,1956,-38.85028,-62.87889,"(-38.850280, -62.878890)"
Savannah,60000,1923,35.16667,-88.18333,"(35.166670, -88.183330)"
Yongning,60000,1971,22.75,108.33333,"(22.750000, 108.333330)"
Derrick Peak A78008,59400,1978,-80.06667,156.38333,"(-80.066670, 156.383330)"
Łowicz,59000,1935,52,19.91667,"(52.000000, 19.916670)"
Bohumilitz,59000,1829,49.05,13.76667,"(49.050000, 13.766670)"
Piedade do Bagre,59000,1922,-18.94167,-44.98333,"(-18.941670, -44.983330)"
Quijingue,59000,1984,-10.75,-39.21667,"(-10.750000, -39.216670)"
Guadalupe y Calvo,58630,1971,26.1,-106.96667,"(26.100000, -106.966670)"
Aliskerovo,58400,1977,67.88333,167.5,"(67.883330, 167.500000)"
Ivanpah,58000,1880,35.33333,-115.31667,"(35.333330, -115.316670)"
Phillips County (stone),57900,1901,40,-99.25,"(40.000000, -99.250000)"
Julesburg,57900,1983,39.975,-102.26667,"(39.975000, -102.266670)"
Miami,57700,1930,35.66667,-100.6,"(35.666670, -100.600000)"
Gladstone (stone),57300,1936,36.3,-104,"(36.300000, -104.000000)"
Warburton Range,56930,1963,-26.28333,126.66667,"(-26.283330, 126.666670)"
Farmville,56000,1934,35.55,-77.53333,"(35.550000, -77.533330)"
Northwest Africa 4493,56000,2005,,,
Ashmore,55400,1969,32.9,-102.28333,"(32.900000, -102.283330)"
Jenkins,55400,1946,36.82444,-93.76111,"(36.824440, -93.761110)"
Kulnine,55300,1886,-34.15,141.78333,"(-34.150000, 141.783330)"
Wellman (a),55000,1940,33.03333,-102.33333,"(33.033330, -102.333330)"
Rosebud,54900,1915,30.81667,-97.05,"(30.816670, -97.050000)"
Elenovka,54640,1951,47.83333,37.66667,"(47.833330, 37.666670)"
Aprel'sky,54600,1969,53.3,126.11667,"(53.300000, 126.116670)"
Markovka,54200,1967,52.4,79.8,"(52.400000, 79.800000)"
Veramin,54000,1880,35.33333,51.63333,"(35.333330, 51.633330)"
Chihuahua City,54000,1929,28.66667,-106.11667,"(28.666670, -106.116670)"
Dunganville,54000,1976,-42.55,171.35,"(-42.550000, 171.350000)"
Uwet,54000,1903,5.28333,8.25,"(5.283330, 8.250000)"
Northwest Africa 2740,53822,,,,
Kumerina,53500,1937,-24.91667,119.41667,"(-24.916670, 119.416670)"
Ruff's Mountain,53070,1844,34.3,-81.4,"(34.300000, -81.400000)"
Dalton,53000,1879,34.8,-84.98333,"(34.800000, -84.983330)"
Nan Yang Pao,52900,1917,35.66667,103.5,"(35.666670, 103.500000)"
Northwest Africa 4526,52850,2006,,,
Ahumada,52600,1909,30.7,-105.5,"(30.700000, -105.500000)"
Tobychan,52100,1971,,,
Stannern,52000,1808,49.28333,15.56667,"(49.283330, 15.566670)"
Benjamin,51800,1969,33.58333,-99.8,"(33.583330, -99.800000)"
Lancé,51700,1872,47.7,1.06667,"(47.700000, 1.066670)"
Grand Rapids,51700,1883,42.96667,-85.76667,"(42.966670, -85.766670)"
Ilimaes (iron),51700,1870,-26,-70,"(-26.000000, -70.000000)"
Leedey,51500,1943,35.88333,-99.33333,"(35.883330, -99.333330)"
Mungindi,51300,1897,-28.93333,148.95,"(-28.933330, 148.950000)"
Willow Creek,51000,1914,43.46667,-106.76667,"(43.466670, -106.766670)"
La Grange,50800,1860,38.4,-85.36667,"(38.400000, -85.366670)"
Davy (a),50600,1940,29.1,-97.6,"(29.100000, -97.600000)"
Richland,50600,1951,31.9,-96.4,"(31.900000, -96.400000)"
Santa Vitoria do Palmar,50400,2003,-33.50944,-53.41083,"(-33.509440, -53.410830)"
Northwest Africa 1581,50200,2001,31.38333,-4.25,"(31.383330, -4.250000)"
Akyumak,50000,1981,39.91667,42.81667,"(39.916670, 42.816670)"
Aumale,50000,1865,36.16667,3.66667,"(36.166670, 3.666670)"
Ausson,50000,1858,43.08333,0.58333,"(43.083330, 0.583330)"
Krymka,50000,1946,47.83333,30.76667,"(47.833330, 30.766670)"
Limerick,50000,1813,52.56667,-8.78333,"(52.566670, -8.783330)"
Nuevo Mercurio,50000,1978,24.3,-102.13333,"(24.300000, -102.133330)"
Valera,50000,1972,9.31667,-70.62833,"(9.316670, -70.628330)"
Wuan,50000,1986,36.75,114.25,"(36.750000, 114.250000)"
Dhofar 1654,50000,2011,18.67877,54.2876,"(18.678770, 54.287600)"
Hammadah al Hamra 153,50000,1995,28.60033,13.5775,"(28.600330, 13.577500)"
Hinojal,50000,1927,-32.36667,-60.15,"(-32.366670, -60.150000)"
Ingella Station,50000,1987,-25.55,142.78333,"(-25.550000, 142.783330)"
Northwest Africa 5775,50000,2006,0,0,"(0.000000, 0.000000)"
Northwest Africa 6903,50000,2008,32.37167,-6.36,"(32.371670, -6.360000)"
Waconda,50000,1873,39.33333,-98.16667,"(39.333330, -98.166670)"
Winburg,50000,1881,-28.5,27,"(-28.500000, 27.000000)"
Zagora,50000,1987,30.36667,-5.85,"(30.366670, -5.850000)"
Jiddat al Harasis 342,49750,2006,19.71458,56.54755,"(19.714580, 56.547550)"
Hraschina,49000,1751,46.1,16.33333,"(46.100000, 16.333330)"
Agua Blanca,49000,1938,-28.91667,-66.95,"(-28.916670, -66.950000)"
Mapleton,49000,1939,42.18333,-95.71667,"(42.183330, -95.716670)"
Thule,48600,1955,76.53333,-67.55,"(76.533330, -67.550000)"
Cabin Creek,48500,1886,35.5,-93.5,"(35.500000, -93.500000)"
Bear Lodge,48500,1931,44.5,-104.2,"(44.500000, -104.200000)"
Crab Orchard,48500,1887,35.83333,-84.91667,"(35.833330, -84.916670)"
Bischtübe,48250,1888,51.95,62.2,"(51.950000, 62.200000)"
Woodbine,48200,1953,42.34667,-90.1675,"(42.346670, -90.167500)"
Jackalsfontein,48000,1903,-32.5,21.9,"(-32.500000, 21.900000)"
Bagnone,48000,1904,44.31667,9.98333,"(44.316670, 9.983330)"
Sukhoj Liman,48000,1987,46.4,30.8,"(46.400000, 30.800000)"
Dresden (Ontario),47700,1939,42.52,-82.26,"(42.520000, -82.260000)"
Red Rock,47600,1976,35.41667,-117.91667,"(35.416670, -117.916670)"
Roy (1933),47200,1933,35.95,-104.2,"(35.950000, -104.200000)"
Gomez,47000,1974,33.18139,-102.40139,"(33.181390, -102.401390)"
South African Railways,47000,1938,,,
Cuero,46500,1936,29.01667,-97.28333,"(29.016670, -97.283330)"
Harrisonville,46500,1933,38.65,-94.33333,"(38.650000, -94.333330)"
Lakewood,46500,1955,32.62972,-104.35,"(32.629720, -104.350000)"
Rancho de la Pila (1882),46500,1882,24.11667,-104.3,"(24.116670, -104.300000)"
Osseo,46300,1931,47.63333,-80.08333,"(47.633330, -80.083330)"
Jiddat al Harasis 203,46200,2002,19.983,56.41368,"(19.983000, 56.413680)"
Dumas (a),46050,1956,35.9,-101.9,"(35.900000, -101.900000)"
Asuka 87251,46000,1987,-72,26,"(-72.000000, 26.000000)"
Linwood,46000,1940,41.43333,-96.96667,"(41.433330, -96.966670)"
Peace River,45760,1963,56.13333,-117.93333,"(56.133330, -117.933330)"
Woodward County,45500,1923,36.5,-99.5,"(36.500000, -99.500000)"
Northwest Africa 7150,45326,2011,0,0,"(0.000000, 0.000000)"
Thuathe,45300,2002,-29.33333,27.58333,"(-29.333330, 27.583330)"
Needles,45300,1962,34.44417,-114.8325,"(34.444170, -114.832500)"
Northwest Africa 4300,45200,2006,,,
Bensour,45000,2002,30,-7,"(30.000000, -7.000000)"
Dhajala,45000,1976,22.37778,71.42722,"(22.377780, 71.427220)"
Kuttippuram,45000,1914,10.83333,76.03333,"(10.833330, 76.033330)"
Kyushu,45000,1886,32.03333,130.63333,"(32.033330, 130.633330)"
La Criolla,45000,1985,-31.23333,-58.16667,"(-31.233330, -58.166670)"
Marjalahti,45000,1902,61.5,30.5,"(61.500000, 30.500000)"
Hammadah al Hamra 173,45000,1996,28.63667,13.1965,"(28.636670, 13.196500)"
Northwest Africa 854,45000,2000,,,
Sandia Mountains,45000,1925,35.25,-106.5,"(35.250000, -106.500000)"
Vyatka,45000,1991,57.53333,49,"(57.533330, 49.000000)"
Wellman (c),45000,1964,33.03333,-102.33333,"(33.033330, -102.333330)"
Dhofar 1433,44790,2006,18.43333,54.1,"(18.433330, 54.100000)"
Cumulus Hills 04069,44700,2003,,,
Saginaw,44500,1979,32.86583,-97.32306,"(32.865830, -97.323060)"
Beenham,44400,1937,36.21667,-103.65,"(36.216670, -103.650000)"
Northwest Africa 5460,44400,2006,0,0,"(0.000000, 0.000000)"
Kelly,44300,1937,40.46667,-103.03333,"(40.466670, -103.033330)"
Zemaitkiemis,44100,1933,55.3,25,"(55.300000, 25.000000)"
Barwell,44000,1965,52.56528,-1.33972,"(52.565280, -1.339720)"
Dar al Gani 610,44000,1998,26.85,16.73333,"(26.850000, 16.733330)"
Dix,44000,1927,41.23333,-103.48333,"(41.233330, -103.483330)"
Horh Uul,44000,2001,43.25,104.16667,"(43.250000, 104.166670)"
Rodeo,44000,1852,25.33333,-104.66667,"(25.333330, -104.666670)"
Ust-Nyukzha,44000,1992,56.38333,120.46667,"(56.383330, 120.466670)"
Seminole,43900,1961,32.68333,-102.61667,"(32.683330, -102.616670)"
Dhofar 1288,43600,2004,18.27833,54.285,"(18.278330, 54.285000)"
Sayh al Uhaymir 270,43508.2,2003,20.72918,57.189,"(20.729180, 57.189000)"
Staunton,43500,1869,38.21667,-79.05,"(38.216670, -79.050000)"
Northwest Africa 7144,43418,2011,0,0,"(0.000000, 0.000000)"
Aggie Creek,43000,1942,64.88333,-163.16667,"(64.883330, -163.166670)"
Chilkoot,43000,1881,59.33333,-136,"(59.333330, -136.000000)"
Dhofar 1565,43000,2008,18.2735,54.21367,"(18.273500, 54.213670)"
Lixian,43000,2005,29.85167,111.59833,"(29.851670, 111.598330)"
Northwest Africa 6411,43000,2006,0,0,"(0.000000, 0.000000)"
Tombigbee River,43000,1859,32.23333,-88.2,"(32.233330, -88.200000)"
Merceditas,42900,1884,-26.33333,-70.28333,"(-26.333330, -70.283330)"
Dhofar 1426,42850,2001,19.173,54.70407,"(19.173000, 54.704070)"
Joe Wright Mountain,42600,1884,35.76667,-91.5,"(35.766670, -91.500000)"
Ballinoo,42200,1892,-27.7,115.76667,"(-27.700000, 115.766670)"
Piplia Kalan,42000,1996,26.03472,73.94167,"(26.034720, 73.941670)"
Zhaodong,42000,1984,45.81667,125.91667,"(45.816670, 125.916670)"
Macy,42000,1984,34.21667,-103.91667,"(34.216670, -103.916670)"
Northwest Africa 055,42000,,32.05,-3.03333,"(32.050000, -3.033330)"
Point Berliet,42000,2001,20.537,9.53783,"(20.537000, 9.537830)"
Anton,41800,1965,33.7825,-102.18111,"(33.782500, -102.181110)"
Bonita Springs,41800,1938,26.26667,-81.75,"(26.266670, -81.750000)"
Karoonda,41730,1930,-35.08333,139.91667,"(-35.083330, 139.916670)"
Tieraco Creek,41700,1922,-26.33333,118.33333,"(-26.333330, 118.333330)"
Al Huqf 010,41539.3,2002,19.86785,57.0028,"(19.867850, 57.002800)"
Cacaria,41400,1867,24.5,-104.8,"(24.500000, -104.800000)"
Clovis (no. 2),41300,1963,34.3,-103.13333,"(34.300000, -103.133330)"
Buzzard Coulee,41000,2008,52.996,-109.84817,"(52.996000, -109.848170)"
Balsas,41000,1974,-7.53133,-46.04117,"(-7.531330, -46.041170)"
Butler,41000,1874,38.3,-94.36667,"(38.300000, -94.366670)"
Obernkirchen,41000,1863,52.26667,9.1,"(52.266670, 9.100000)"
Brownfield (1937),40960,1937,33.21667,-102.18333,"(33.216670, -102.183330)"
Glenormiston,40800,1925,-22.9,138.71667,"(-22.900000, 138.716670)"
Millen,40800,1975,32.83528,-81.87389,"(32.835280, -81.873890)"
Richfield,40800,1983,37.22222,-101.68139,"(37.222220, -101.681390)"
Orlovka,40500,1928,56,76.75,"(56.000000, 76.750000)"
Johnstown,40300,1924,40.35,-104.9,"(40.350000, -104.900000)"
Lohawat,40000,1994,26.96556,72.62667,"(26.965560, 72.626670)"
Olmedilla de Alarcón,40000,1929,39.56667,-2.1,"(39.566670, -2.100000)"
Pavlograd,40000,1826,48.53333,35.98333,"(48.533330, 35.983330)"
Sivas,40000,1989,39.82467,36.13583,"(39.824670, 36.135830)"
Uberaba,40000,1903,-19.81667,-48.78333,"(-19.816670, -48.783330)"
Calliham,40000,1958,28.41667,-98.25,"(28.416670, -98.250000)"
Dronino,40000,2000,54.74667,41.42167,"(54.746670, 41.421670)"
El Simbolar,40000,1938,-30.63333,-64.88333,"(-30.633330, -64.883330)"
Jerslev,40000,1976,55.608833,11.229167,"(55.608833, 11.229167)"
Northwest Africa 1397,40000,2000,,,
Nullarbor 001,40000,1935,-31,132,"(-31.000000, 132.000000)"
Wynella,40000,1945,-28.95,148.13333,"(-28.950000, 148.133330)"
Yilmia,40000,1969,-31.19167,121.53333,"(-31.191670, 121.533330)"
Pinnaroo,39400,1927,-35.38333,140.91667,"(-35.383330, 140.916670)"
Braunau,39000,1847,50.6,16.3,"(50.600000, 16.300000)"
Guareña,39000,1892,38.73333,-6.01667,"(38.733330, -6.016670)"
Bechar 001,39000,1998,30.83333,-3.33333,"(30.833330, -3.333330)"
Dhofar 1700,39000,2010,18.86622,54.67967,"(18.866220, 54.679670)"
Manitouwabing,39000,1962,45.44,-79.87556,"(45.440000, -79.875560)"
Shingle Springs,39000,1869,38.66667,-120.93333,"(38.666670, -120.933330)"
Weaver Mountains,38800,1898,34.25,-112.75,"(34.250000, -112.750000)"
Bunjil,38750,1971,-29.62917,116.48222,"(-29.629170, 116.482220)"
Lamont,38690,1940,38.07778,-96.02639,"(38.077780, -96.026390)"
Mayfield,38400,1972,37.30833,-97.545,"(37.308330, -97.545000)"
Bellsbank,38000,1955,-28.08333,24.08333,"(-28.083330, 24.083330)"
Capot Rey,38000,2004,20.12593,10.2056,"(20.125930, 10.205600)"
Avoca (Western Australia),37850,1966,-30.85,122.31667,"(-30.850000, 122.316670)"
Wonyulgunna,37800,1937,-24.91667,120.06667,"(-24.916670, 120.066670)"
Albin (pallasite),37600,1915,41.5,-104.1,"(41.500000, -104.100000)"
N'Goureyma,37500,1900,13.85,-4.38333,"(13.850000, -4.383330)"
Alatage,37500,1959,42.33333,93,"(42.333330, 93.000000)"
Patwar,37350,1935,23.15,91.18333,"(23.150000, 91.183330)"
Densmore (1879),37200,1879,39.65,-99.68333,"(39.650000, -99.683330)"
Waterville,37125,1917,47.767778,-119.876389,"(47.767778, -119.876389)"
L'Aigle,37000,1803,48.76667,0.63333,"(48.766670, 0.633330)"
Dhofar 1289,37000,2004,18.63333,54.42167,"(18.633330, 54.421670)"
Songyuan,36900,1993,45.25,125,"(45.250000, 125.000000)"
Melrose (a),36400,1933,34.38333,-103.61667,"(34.383330, -103.616670)"
Woolgorong,36000,1960,-27.75,115.83333,"(-27.750000, 115.833330)"
Eagle Station,36000,1880,38.61667,-84.96667,"(38.616670, -84.966670)"
Haskell,36000,1909,33.21333,-99.73167,"(33.213330, -99.731670)"
Kansas City (1903),36000,1903,39.1,-94.63333,"(39.100000, -94.633330)"
San Emigdio,36000,1887,36,-119,"(36.000000, -119.000000)"
Coffeyville,35900,2006,37.01667,-95.66667,"(37.016670, -95.666670)"
El Burro,35900,1939,29.33333,-101.83333,"(29.333330, -101.833330)"
Costilla Peak,35500,1881,36.83333,-105.23333,"(36.833330, -105.233330)"
Lueders,35400,1973,32.83611,-99.60417,"(32.836110, -99.604170)"
Northwest Africa 6203,35400,2008,30.51667,-4.3,"(30.516670, -4.300000)"
Ladder Creek,35100,1937,38.61667,-101.63333,"(38.616670, -101.633330)"
Modoc (1905),35000,1905,38.5,-101.1,"(38.500000, -101.100000)"
Rowena,34700,1962,-29.8,148.63333,"(-29.800000, 148.633330)"
Gursum,34650,1981,9.36667,42.41667,"(9.366670, 42.416670)"
Guin,34500,1969,33.96667,-87.91667,"(33.966670, -87.916670)"
Vermillion,34360,1991,39.73633,-96.36133,"(39.736330, -96.361330)"
Plains,34300,1964,33.28333,-102.76667,"(33.283330, -102.766670)"
Buck Mountains 003,34200,2005,34.7345,-114.21717,"(34.734500, -114.217170)"
Cangas de Onis,34000,1866,43.38333,-5.15,"(43.383330, -5.150000)"
Jelica,34000,1889,43.83333,20.44167,"(43.833330, 20.441670)"
Ställdalen,34000,1876,59.93333,14.95,"(59.933330, 14.950000)"
Broken Hill,34000,1994,-31.83333,141.76667,"(-31.833330, 141.766670)"
Gnowangerup,33600,1976,-34,118.1,"(-34.000000, 118.100000)"
View Hill,33600,1952,-43.32,172.06333,"(-43.320000, 172.063330)"
Valencia,33500,,39,-0.03333,"(39.000000, -0.033330)"
Bella Roca,33000,1888,24.9,-105.4,"(24.900000, -105.400000)"
Jiddat al Harasis 406,33000,2006,19.53268,56.87225,"(19.532680, 56.872250)"
Northwest Africa 1795,33000,2002,,,
Kyancutta,32700,1932,-33.28333,136,"(-33.283330, 136.000000)"
Putnam County,32700,1839,33.25,-83.25,"(33.250000, -83.250000)"
Jumapalo,32490,1984,-7.71667,111.2,"(-7.716670, 111.200000)"
Mossgiel,32383,1967,-33.31667,144.78333,"(-33.316670, 144.783330)"
Narraburra,32200,1855,-34.25,147.7,"(-34.250000, 147.700000)"
Allegan,32000,1899,42.53333,-85.88333,"(42.533330, -85.883330)"
Dhurmsala,32000,1860,32.23333,76.46667,"(32.233330, 76.466670)"
Hermitage Plains,32000,1909,-31.73333,146.4,"(-31.733330, 146.400000)"
Northwest Africa 6932,32000,2008,0,0,"(0.000000, 0.000000)"
Northwest Africa 860,32000,2000,,,
Patos de Minas (hexahedrite),32000,1925,-18.58333,-46.53333,"(-18.583330, -46.533330)"
Derrick Peak A78011,31800,1978,-80.06667,156.38333,"(-80.066670, 156.383330)"
Thiel Mountains,31700,1962,-85.45,-90,"(-85.450000, -90.000000)"
Yonozu,31650,1837,37.75,139,"(37.750000, 139.000000)"
Carraweena,31600,1914,-29.23333,139.93333,"(-29.233330, 139.933330)"
Chantonnay,31500,1812,46.68333,1.05,"(46.683330, 1.050000)"
Ioka,31500,1931,40.25,-110.08333,"(40.250000, -110.083330)"
Arriba,31100,1936,39.3,-103.25,"(39.300000, -103.250000)"
Saline,30800,1901,39.4,-100.4,"(39.400000, -100.400000)"
Puente del Zacate,30790,1904,27.86667,-101.5,"(27.866670, -101.500000)"
Los Vientos 002,30750,2010,-24.68333,-69.76667,"(-24.683330, -69.766670)"
Djebel Chaab 002,30616,2003,25.15592,0.82213,"(25.155920, 0.822130)"
Bledsoe,30500,1970,33.59167,-103.02667,"(33.591670, -103.026670)"
Hammadah al Hamra 328,30440,1999,28.95833,10.59167,"(28.958330, 10.591670)"
El Perdido,30250,1905,-38.68333,-61.1,"(-38.683330, -61.100000)"
Agen,30000,1814,44.21667,0.61667,"(44.216670, 0.616670)"
Château-Renard,30000,1841,47.93333,2.91667,"(47.933330, 2.916670)"
Tuxtuac,30000,1975,21.66667,-103.36667,"(21.666670, -103.366670)"
Acfer 329,30000,2001,27.58333,4.1,"(27.583330, 4.100000)"
Daraj 001,30000,1986,29.6425,11.73222,"(29.642500, 11.732220)"
Hagersville,30000,1999,42.96667,-80.15,"(42.966670, -80.150000)"
Harriman (Of),30000,1947,35.95,-84.56667,"(35.950000, -84.566670)"
La Lande,30000,1933,34.45,-104.13333,"(34.450000, -104.133330)"
Leon,30000,1943,37.66667,-96.76667,"(37.666670, -96.766670)"
Muenatauray,30000,1960,4.9,-61.2,"(4.900000, -61.200000)"
Northwest Africa 1485,30000,2002,,,
Northwest Africa 4576,30000,2005,0,0,"(0.000000, 0.000000)"
Northwest Africa 754,30000,2000,,,
Otchinjau,30000,1919,-16.5,14,"(-16.500000, 14.000000)"
Tanezrouft 065,30000,2002,25.4075,0.13639,"(25.407500, 0.136390)"
Windimurra,30000,2004,-28.09697,118.45561,"(-28.096970, 118.455610)"
Jerome (Kansas),29600,1894,38.76667,-100.73333,"(38.766670, -100.733330)"
Bassikounou,29560,2006,15.78333,-5.9,"(15.783330, -5.900000)"
Northwest Africa 6550,29481.8,2008,0,0,"(0.000000, 0.000000)"
Los Vientos 004,29300,2011,-24.68333,-69.76667,"(-24.683330, -69.766670)"
Butsura,29000,1861,27.08333,84.08333,"(27.083330, 84.083330)"
Hatford,29000,1628,51.65,-1.51667,"(51.650000, -1.516670)"
Graves Nunataks 98186,29000,1998,-86.71667,-141.5,"(-86.716670, -141.500000)"
Grosvenor Mountains 03001,29000,2002,,,
Northwest Africa 4487,29000,2005,,,
Northwest Africa 5974,29000,2009,0,0,"(0.000000, 0.000000)"
Elga,28800,1959,64.7,141.2,"(64.700000, 141.200000)"
Fairview,28800,1986,34.10139,-102.65,"(34.101390, -102.650000)"
Ramlat as Sahmah 418,28791,2010,20.3936,56.22002,"(20.393600, 56.220020)"
Great Bend,28770,1983,38.395,-98.91583,"(38.395000, -98.915830)"
Cumpas,28600,1903,30,-109.66667,"(30.000000, -109.666670)"
Sinawan 001,28600,1991,31,11.66667,"(31.000000, 11.666670)"
Ocotillo,28570,1990,32.83333,-116.06667,"(32.833330, -116.066670)"
Tennasilm,28500,1872,58.03333,26.95,"(58.033330, 26.950000)"
Negrillos,28500,1936,-19.88333,-69.83333,"(-19.883330, -69.833330)"
Marion (Iowa),28400,1847,41.9,-91.6,"(41.900000, -91.600000)"
Walters,28100,1946,34.33333,-98.3,"(34.333330, -98.300000)"
Larned,28100,1977,38.1995,-99.162,"(38.199500, -99.162000)"
Tieschitz,28000,1878,49.6,17.11667,"(49.600000, 17.116670)"
Bunker Hill,28000,2002,38.84833,-98.72383,"(38.848330, -98.723830)"
Deelfontein,28000,1932,-30.18333,23.26667,"(-30.183330, 23.266670)"
Grosvenor Mountains 03002,28000,2002,,,
Changxing,27900,1964,31.33333,121.66667,"(31.333330, 121.666670)"
Monahans (1938),27900,1938,31.48333,-102.88333,"(31.483330, -102.883330)"
Sayh al Uhaymir 278,27860.8,2002,21.26172,57.17887,"(21.261720, 57.178870)"
Delegate,27700,1904,-37,149.03333,"(-37.000000, 149.033330)"
Oakley (stone),27700,1895,38.95,-101.01667,"(38.950000, -101.016670)"
Weldona,27700,1934,40.35,-103.95,"(40.350000, -103.950000)"
Northwest Africa 2211,27690,2005,0,0,"(0.000000, 0.000000)"
Cratheús (1931),27500,1914,-5.25,-40.5,"(-5.250000, -40.500000)"
El Capitan,27500,1893,33.5,-105.5,"(33.500000, -105.500000)"
Dumont,27420,1994,33.81667,-100.51667,"(33.816670, -100.516670)"
La Primitiva,27400,1888,-19.91667,-69.81667,"(-19.916670, -69.816670)"
Dadin,27300,1949,-38.91667,-69.2,"(-38.916670, -69.200000)"
Hammadah al Hamra 296,27064,2000,29.1,12.31667,"(29.100000, 12.316670)"
Charsonville,27000,1810,47.93333,1.56667,"(47.933330, 1.566670)"
Indarch,27000,1891,39.75,46.66667,"(39.750000, 46.666670)"
Ashfork,27000,1901,35.25,-112.5,"(35.250000, -112.500000)"
Bendock,27000,1898,-37.15,148.91667,"(-37.150000, 148.916670)"
Gobabeb,27000,1969,-23.55,15.03333,"(-23.550000, 15.033330)"
Hammond Downs,27000,1950,-25.46667,142.8,"(-25.466670, 142.800000)"
Naryilco,27000,1975,-28.6,141.15,"(-28.600000, 141.150000)"
Northwest Africa 059,27000,,31.83333,-2.93333,"(31.833330, -2.933330)"
Northwest Africa 4492,27000,2005,,,
Tazewell,27000,1853,36.43333,-83.75,"(36.433330, -83.750000)"
Tiffa 001,26900,1997,19.949,11.933,"(19.949000, 11.933000)"
Seagraves (c),26810,1989,32.98333,-102.56667,"(32.983330, -102.566670)"
Kaffir (d),26760,1981,34.67167,-101.815,"(34.671670, -101.815000)"
Forestburg (b),26600,1957,33.49556,-97.58861,"(33.495560, -97.588610)"
Wilder,26600,1982,43.72444,-116.91167,"(43.724440, -116.911670)"
Hammadah al Hamra 280,26500,2000,28.47017,12.972,"(28.470170, 12.972000)"
Milly Milly,26500,1921,-26.11667,116.66667,"(-26.116670, 116.666670)"
Northwest Africa 5459,26400,2006,0,0,"(0.000000, 0.000000)"
Northwest Africa 904,26399,2001,,,
Dayton,26300,1892,39.75,-84.16667,"(39.750000, -84.166670)"
Cavour,26210,1938,44.221494,-98.059192,"(44.221494, -98.059192)"
Texline,26200,1937,36.4,-103.01667,"(36.400000, -103.016670)"
Denver City,26100,1975,33.07139,-102.80028,"(33.071390, -102.800280)"
Forestburg (a),26100,1957,33.50667,-97.65139,"(33.506670, -97.651390)"
Ilafegh 008,26100,1989,21.6,1.66667,"(21.600000, 1.666670)"
Forest Vale,26000,1942,-33.35,146.85833,"(-33.350000, 146.858330)"
Cedar (Texas),26000,1900,29.82806,-96.90861,"(29.828060, -96.908610)"
Derrick Peak A78012,26000,1978,-80.06667,156.38333,"(-80.066670, 156.383330)"
Forrest 002,26000,1980,-30.98333,127.88333,"(-30.983330, 127.883330)"
Kumtag,26000,2008,41.66889,93.17306,"(41.668890, 93.173060)"
Maslyanino,26000,1992,54.25,84.33333,"(54.250000, 84.333330)"
Northwest Africa 4860,26000,2003,,,
Sierra Gorda,26000,1898,-22.9,-69.35,"(-22.900000, -69.350000)"
Seymour,25900,1940,37.2375,-92.78694,"(37.237500, -92.786940)"
Lake Labyrinth,25850,1924,-30.53333,134.75,"(-30.533330, 134.750000)"
Beaver,25628,1940,36.8,-100.53333,"(36.800000, -100.533330)"
Los Vientos 003,25450,2011,-24.68333,-69.76667,"(-24.683330, -69.766670)"
